Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SPA,Sparton Corporation,23.27,$229.46M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,25.55,$100.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwfi
SPE,Special Opportunities Fund Inc.,15.88,$135.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.8705,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SEP,"Spectra Energy Partners, LP",43.67,$13.55B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",109.84,$6.38B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
SPPI,"Spectrum Pharmaceuticals, Inc.",19.04,$1.79B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
TRK,"Speedway Motorsports, Inc.",19.62,$803.78M,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SPRO,"Spero Therapeutics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spro
ANY,Sphere 3D Corp.,2.48,$16.36M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,1.38,$8.6M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
SPI,"SPI Energy Co., Ltd.",0.123,$78.92M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
SR,Spire Inc.,78.7,$3.8B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",79.21,$9.37B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",36.64,$2.54B,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
SRC,"Spirit Realty Capital, Inc.",8.41,$3.83B,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",24.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/src^a
SPLK,Splunk Inc.,66.99,$9.38B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",17.35,$346.71M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.13,$175.85M,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
SRLP,Sprague Resources LP,26.2,$590.64M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
SBPH,"Spring Bank Pharmaceuticals, Inc.",15.12,$191.98M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph
S,Sprint Corporation,6.46,$25.82B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
FUND,"Sprott Focus Trust, Inc.",7.8392,$195M,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",18.87,$2.56B,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",48.02,$827.11M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
SPXC,SPX Corporation,28.66,$1.22B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",39.27,$1.66B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",36.47,$13.99B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
SRCI,SRC Energy Inc.,9.85,$1.98B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/srci
SSNC,"SS&C Technologies Holdings, Inc.",39.93,$8.2B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
SSRM,SSR Mining Inc.,9.64,$1.15B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssrm
JOE,St. Joe Company (The),17.65,$1.18B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STAA,STAAR Surgical Company,13.1,$538.52M,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa
STAF,"Staffing 360 Solutions, Inc.",0.6801,$10.88M,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf
STAG,"Stag Industrial, Inc.",27.64,$2.55B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^B,"Stag Industrial, Inc.",25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,"Stag Industrial, Inc.",26.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",1.68,$46.36M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
STMP,Stamps.com Inc.,226.35,$3.83B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp
SMP,"Standard Motor Products, Inc.",42.97,$978.91M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,106.9,$1.37B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWJ,"Stanley Black & Decker, Inc.",25.3362,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",161.04,$24.7B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
SWP,"Stanley Black & Decker, Inc.",117.9631,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swp
STLY,"Stanley Furniture Company, Inc.",1.06,$15.99M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly
STN,Stantec Inc,28.45,$3.24B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SBLK,Star Bulk Carriers Corp.,10.67,$676.64M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk
SBLKL,Star Bulk Carriers Corp.,25.16,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl
SGU,"Star Group, L.P.",10.96,$612.53M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SBUX,Starbucks Corporation,55.13,$79.6B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux
SRT,"StarTek, Inc.",11.93,$190.28M,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",21.63,$5.64B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
SFR,Starwood Waypoint Homes,36.57,$4.69B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr
STFC,State Auto Financial Corporation,25.59,$1.08B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc
STBZ,State Bank Financial Corporation.,28.59,$1.11B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz
SNC,"State National Companies, Inc.",21.02,$886.49M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
STT,State Street Corporation,92.25,$34.21B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,27.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,26.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,27.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g
STO,Statoil ASA,20.42,$67.27B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
STDY,SteadyMed Ltd.,3.2,$84.98M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy
GASS,"StealthGas, Inc.",3.55,$141.5M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass
STLD,"Steel Dynamics, Inc.",37.98,$9.11B,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld
SPLP,Steel Partners Holdings LP,19,$494.32M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,21.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/splp^a
SPLP^T,Steel Partners Holdings LP,20.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/splp^t
SCS,Steelcase Inc.,14.35,$1.67B,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SMRT,"Stein Mart, Inc.",1.05,$50.32M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt
STLR,Stellar Acquisition III Inc.,10.23,$92.17M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlr
STLRU,Stellar Acquisition III Inc.,10.52,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlru
STLRW,Stellar Acquisition III Inc.,0.34,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlrw
SBOT,"Stellar Biotechnologies, Inc.",1.12,$11.78M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot
SCA,Stellus Capital Investment Corporation,25.5197,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,13.96,$218.37M,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
STML,"Stemline Therapeutics, Inc.",13.95,$352.66M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
SCL,Stepan Company,80.26,$1.81B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
SRCL,"Stericycle, Inc.",68.71,$5.86B,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl
SRCLP,"Stericycle, Inc.",55.31,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srclp
STE,STERIS plc,89.25,$7.61B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,24.75,$5.56B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,26.24,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl^a
STRL,Sterling Construction Company Inc,17.93,$484.65M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl
SHOO,"Steven Madden, Ltd.",38.45,$2.27B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo
SSFN,Stewardship Financial Corp,9.55,$82.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
STC,Stewart Information Services Corporation,38.13,$905.27M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,52.54,$3.59B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,26.88,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
SFB,Stifel Financial Corporation,25.02,n/a,2017,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,23.78,$20.99B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SYBT,"Stock Yards Bancorp, Inc.",37.8,$856.89M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
SGY,Stone Energy Corporation,30.71,$614.17M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
SGY.WS,Stone Energy Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgy.ws
EDF,Stone Harbor Emerging Markets Income Fund,16.8,$267.25M,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,16.3,$156.89M,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
BANX,StoneCastle Financial Corp,20.33,$132.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banx
STON,StoneMor Partners L.P.,6.84,$259.63M,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",22.2,$625.35M,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,24.7,$4.69B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
STRP,Straight Path Communications Inc.,181.5,$2.31B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp
SSKN,"Strata Skin Sciences, Inc.",1.2784,$3.17M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn
SSYS,"Stratasys, Ltd.",20.98,$1.11B,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
GJH,STRATS Trust,10.1985,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,21.8636,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,19.85,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
STRT,Strattec Security Corporation,46.7,$172.78M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt
STRS,Stratus Properties Inc.,29.4,$238.92M,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs
STRA,"Strayer Education, Inc.",95.5,$1.02B,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra
STRM,"Streamline Health Solutions, Inc.",1.64,$32.78M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
SBBP,Strongbridge Biopharma plc,5.8,$207.71M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp
SYK,Stryker Corporation,154.43,$57.79B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
STB,Student Transportation Inc,5.85,$555.06M,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb
RGR,"Sturm, Ruger & Company, Inc.",51.5,$896.1M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",26.69,$1.63B,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SCMP,"Sucampo Pharmaceuticals, Inc.",9.6,$446.9M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp
SMFG,Sumitomo Mitsui Financial Group Inc,8.07,$56.9B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg
SUMR,"Summer Infant, Inc.",1.6987,$31.58M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",26.85,$330.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
INN,"Summit Hotel Properties, Inc.",15.78,$1.65B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^B,"Summit Hotel Properties, Inc.",25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,"Summit Hotel Properties, Inc.",25.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
INN^D,"Summit Hotel Properties, Inc.",25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^d
SUM,"Summit Materials, Inc.",30.89,$3.32B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",20.65,$1.51B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SSBI,Summit State Bank,12.65,$76.24M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,9.88,$138.95M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt
SNBC,"Sun Bancorp, Inc.",24.825,$473.98M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
SUI,"Sun Communities, Inc.",91.11,$7.23B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,"Sun Communities, Inc.",25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
SNHY,Sun Hydraulics Corporation,57.53,$1.56B,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy
SLF,Sun Life Financial Inc.,38.97,$23.85B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy Partners, L.P.",18,$832.07M,2013,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy, Inc.",11.06,$711.78M,2011,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,34.41,$57.01B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su
SNDE,Sundance Energy Australia Limited,4.74,$59.4M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/snde
SNSS,"Sunesis Pharmaceuticals, Inc.",2.39,$57.36M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss
SSY,"SunLink Health Systems, Inc.",1.44,$13.19M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SUN,Sunoco LP,31.42,$3.64B,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun
STKL,"SunOpta, Inc.",9.4,$814.77M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,7.13,$994.57M,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
RUN,Sunrun Inc.,5.74,$609.92M,2015,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/run
SBCP,"Sunshine Bancorp, Inc.",23.28,$186.85M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp
SHO,"Sunstone Hotel Investors, Inc.",16.28,$3.67B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",26.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",25.8644,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^f
STI,"SunTrust Banks, Inc.",60.53,$28.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.a
STI.WS.B,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.b
STI^A,"SunTrust Banks, Inc.",24.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^a
STI^E,"SunTrust Banks, Inc.",25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^e
SUNW,"Sunworks, Inc.",1.38,$30.99M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sunw
SMCI,"Super Micro Computer, Inc.",20.3,$988.47M,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",3.73,$55.72M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1,$10.72M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
SDPI,"Superior Drilling Products, Inc.",0.7952,$19.24M,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi
SPN,"Superior Energy Services, Inc.",8.47,$1.3B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",15.65,$389.76M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sup
SGC,"Superior Uniform Group, Inc.",23.38,$347.49M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc
SUPN,"Supernus Pharmaceuticals, Inc.",41.95,$2.13B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn
SVU,SuperValu Inc.,16.42,$630.67M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/svu
SPRT,"support.com, Inc.",2.27,$42.46M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
SGRY,"Surgery Partners, Inc.",7.75,$380.68M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry
SRDX,"Surmodics, Inc.",29.35,$384.78M,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
SBBX,Sussex Bancorp,25.6,$154.63M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
SLD,Sutherland Asset Management Corporation,15.7,$502.34M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sld
SLDA,Sutherland Asset Management Corporation,25.45,n/a,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slda
SIVB,SVB Financial Group,218.73,$11.53B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb
SIVBO,SVB Financial Group,27.03,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo
SWZ,"Swiss Helvetia Fund, Inc. (The)",12.52,$316.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",19,$4.71B,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/swch
SYKE,"Sykes Enterprises, Incorporated",28.81,$1.24B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,32.16,$19.93B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",2.35,$90.87M,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
SYNL,Synalloy Corporation,14.05,$122.47M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl
SYNA,Synaptics Incorporated,36.96,$1.25B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",11.14,$529.32M,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
